ID,Review
1730,"First, let me state that I am a big fan of Ashley Judd; that's why I was curious to check out this, her debut role. No argument that her talent is apparent and her performance excellent. I guess I can also see how the professional critics liked the aesthetic content of the story. However, I like to think that movies are meant to entertain us and that is where this movie fails.<br /><br />By the halfway point, I found myself thinking, ""How much longer do we have to watch a bored shop girl, idly standing around a deserted souvenir shop, rearranging the merchandise?"" It seemed to go on forever!<br /><br />Then, I thought, maybe this is one of those movies where the director tries to lull the audience into a relaxed state before hitting them with some dynamic event. No such luck. The movie continues it's bland, boring, uneventful story all the way to the end.<br /><br />I'm not saying this because I'm an action-junkie. I like all kinds of movies, especially romantic-comedies. But I expect to be entertained.<br /><br />Add the fact that the cinematography and sound quality are comparable to your neighbor's bad home movies. Depressing!<br /><br />I just don't get how anyone could like this movie. Zero-entertainment value. The longest 114 minutes of my life.<br /><br />"
1731,"I watch lots of scary movies (or at least they try to be) and this has to be the worst if not 2nd worst movie I have ever had to make myself try to sit through. I never knew the depths of Masacism until I rented this piece of moldy cheese covered in a used latex contraceptive. I am a fan of Julian Sans, but this is worse than I would hope for him.<br /><br />On the other hand the story was promising and I was intrigued...for the first minute and a half while the credits rolled and I had yet to see what pain looked like first hand. Perhaps there are some viewers out there that enjoyed this and can point me in the right direction, but then again I know of those viewers who understand if not commemorate me, especially when we had to turn the video off, and that simply is NOT done with our watching (we had to make one exception obviously). <br /><br />If it were up for a remake, I'd give it a chance so long as they had at most 1% of the original incorporated into it. That's all."
1732,"Any movie that has nude scenes of Karen Allen and I'm still so bored I walk out, that is a stinker! <br /><br />Karen gets stuck in Paris, and befriends a sissily-handsome French man with whom she is having sex soon. Of course he's married, (""But, cheri, why should that be a problem?"") What could be an interesting clash of cultures is (believe it or not) just dull. I walked out. <br /><br />Maybe the movie got a lot better after I left; but it would have had to have gotten a LOT better to make up for a rotten beginning.<br /><br />My advice, if you find yourself in this, run, do not walk, for the exit. Save your time and your energy. Most assuredly save your money. It's a shame the production company didn't save its money."
1733,"I did a review for this director's fictional recreation about BTK. I had also seen this movie and it was terrible. Please save your money and time. This movie was terrible and this director is untalented. I do not understand how he is funding these movies. They are horrible. I have decided to make sure that I check who the writer, director, and producer are, and if this director's name pops up I will not waste my money. There is nothing worse than renting a movie on a Friday night, making the popcorn, and then realizing you have been duped by creative art on the front of the movie box. Stay away. So I guess I should make up some stuff to fill in the lines? I have always checked IMDb for reviews before, but I think I will not anymore. This is ridiculous. I have been corrected in my reviews far too many times. Not enough lines? You may cancel my account. Your site is a pain."
1734,"A bad bad movie... terrible plot, hinges on Bolo Yeung's charater, but he speaks maybe 20 words in the entire movie and only has one fight scene - still in great shape considering he was also in the kung fu classic ""Enter The Dragon"" Interesting to see William Zabka (""Johnny"" from The Karate Kid) in another martial-arts role."
1735,"A rather disappointing film. The club scenes were ok, but over done. The plot was thin and boring. It's only redeeming features were some of the characters. The Chemist and The DJ were pretty fun characters. Tim Curry's character was just bizarre and stupid."
1736,"Sure, most of the slasher films of the 1980's were not worth the<br /><br />celluloid they were filmed on, but this video nightmare may well be<br /><br />the dullest produced.<br /><br />Six horny pot smoking students decide to go camping. Of course,<br /><br />and you know this already, they begin getting killed one by one by a<br /><br />mysterious stranger. The climax has a hunky forest ranger trying to<br /><br />get to the teens in time before the last cute girl becomes buzzard<br /><br />bait.<br /><br />John Carl Buechler, my least favorite B-movie guy, did the lousy<br /><br />makeup effects here. The cast features Carel Struycken, of ""The<br /><br />Witches of Eastwick"" and the Addams family movies. Sadly, he<br /><br />does not pop up until the very end of the film, and is covered in<br /><br />burn makeup, rendering him unrecognizable. Steve Bond (anyone<br /><br />remember him?) is here in an early role as a victim.<br /><br />Brown's direction, and the script he cowrote, both smell like the<br /><br />presents brown bears leave in the woods. He pads the film with<br /><br />so much stock wilderness footage, I thought I accidentally rented a<br /><br />special episode of Mutual of Omaha's Wild Kingdom. Much of the<br /><br />cast sits around the campfire and eats, then walk, and sit and eat<br /><br />again. The forest ranger is involved in the strangest scene ever put<br /><br />in a slasher film: he tells a joke about a wide mouthed frog to a<br /><br />baby deer. Jackie Coogan, who must have forgot he once worked<br /><br />with the legends of silent cinema, has two scenes, and is involved<br /><br />in the second strangest scene ever put in a slasher film: he and<br /><br />the hunky forest ranger have a conversation about cucumber and<br /><br />cream cheese sandwiches on oatmeal bread...yeah.<br /><br />There is not one minute of suspense here. The killer, a forest fire<br /><br />survivor looking for a mate, watches the students from behind<br /><br />trees. We know it is the killer because the film makers have<br /><br />dubbed in a heart beat sound effect that helpfully serves to wake<br /><br />the viewer up every few minutes. Skip this pile of pine sap and rent<br /><br />""Halloween,"" instead.<br /><br />This is rated (R) for physical violence, mild gun violence, gore,<br /><br />some profanity, brief female nudity, mild sexual content, sexual<br /><br />references, and drug abuse."
1737,"I have had more boring stretches of 80 minutes in my life, but none are coming to mind right now. Hell Ride is based on the retro cult 70s theme that Tarantino brought back, and did right, in movies like Pulp Fiction and Reservoir Dogs. The problem with Hell Ride is, unlike PF and RD, the story is garbage and so is character development. How many movies does Bishop think he can blatantly steal from? The brief case in Pulp Fiction, the air gun in No Country, etc. etc. Speaking of Bishop what the hell is he doing acting in this movie? I couldn't help but laugh at those scenes where he's standing with his pelvis trusted out, desperately trying to seem like some hardened biker. Nothing in this movie is believable. And why Dennis Hopper? Did they really need the Easy Rider motif too? I blame Larry Bishop, for his horrible plot and dialogue, not to mention his failed attempt at the leading role. Don't bother watching this movie, it's a waste of time."
1738,"I saw this movie for a number of reasons the main being Mira Sorvino. With her on the cast it couldn't be so bad. And it even seemed like it had some mystery and Olivier Martinez was her boyfriend at the time and he was pretty good in `Unfaithful'. The story is set in Spain so it could be an exotic entertaining movie with one of my favorite actresses.<br /><br />If you're thinking about the same thing let me warn you: this is a truly awful, uninteresting, boring movie. The only adjective that comes to mind is pathetic.<br /><br />The story is contrived with sub-plots that add nothing to the narrative. They try to build a slasher/thriller with a look at fascism in Spain but fail horribly. The twists have no credibility and the so-called investigation leads nowhere.<br /><br />The characters are paper-thin! I didn't care about anyone. More than that they're irritating and pretty hateful people.<br /><br />The acting is atrocious. Mira what is wrong with you? Why Mira? You're an oscar winner! Keep some dignity! Her character was weak but that is no excuse for such an awful performance. She seems to be sleepwalking all movie long. Come to think of it, I actually think I saw her eyes slowly closing in some scenes. I used to think this woman was sexy. Well she isn't here. If you want to look at some skin try Romi and Michelle because there's nothing to see here. And that accent? My god...<br /><br />Olivier Martinez is even worst. It's too painful to remember his performance to describe it here. Im sorry but I can´t. Ive suffered enough with this garbage.<br /><br />This whole movie is depressing! It's so bad in every way it's a wonder how it was even made. A lousy team to produce a lousy script and make some money over the actor's name. Don't fall for it.<br /><br />Avoid it!<br /><br />"
1739,"So, I got a hold of this as an assignment for Trent Harris, who teaches occasionally in the film dept at the U of U. I guess this is his only real way to get anyone to see his film...<br /><br />The documentary section at the beginning dragged on. Yes, the kid is a nut-job from no where, but that's not good enough to keep it interesting.<br /><br />Seeing Sean Penn dressed as a ONJ is the only highlight... and after about thirty seconds it loses all humor.<br /><br />When Crispin Glover takes on Larry, the story-telling was better, but I just couldn't take anymore..."
1740,"I don't know where most of you were at, but where I watched the film we didn't have people singing as some have told they experienced, we had people laughing, mostly at the campy plot line, the horrible dance sequences and the singing of the likes of Brosnan. The only people in the audience who seemed to be enthralled with the film were the seventies generation folks who were some how reliving the past with the songs. I was a DJ in the seventies and even went to the ABBA concert at Northlands Coliseum in Edmonton in Sept of 79, so I did appreciate them then and I still do now. But this film should have gone the same way as their marriages and ended in divorce. The sequences were so poorly staged, the dubbing and editing absolutely horrible and this has to be Meryl's worst production. I cannot believe an academy award winner would stoop so low as to do this piece of garbage. So save your money, wait for it to come out on DVD and then maybe spend your money on something better, like cat litter."
1741,"This wilfully bizarre adaptation of Borges short story is typical Cox. His strong visual sense is, as usual, undone by the appalling half baked acting of most of the cast. The film is definitely in the surreal tradition of Bunuel's Mexican period, and looks at times like a poor man's take on Lars Von Trier's Elements of Crime. Cox's apparent preference for single takes, jump cuts, and ambient sound recording all work against the film's effectiveness. Worth a look but ultimately disappointing."
1742,"At what point exactly does a good movie go bad? When does a movie go from ""watchable"" to ""where's that &^@_+#!* OFF switch""? Thank goodness for DVDs, like this one, that can be borrowed from the library - for free! Likewise, thank goodness for the ""fast forward"" switch on the DVD player. I feel sorry for those people who were duped at the box office.<br /><br />At one point (I've forgotten exactly when because now it's all just a blur), our ""hero,"" Luke Wilson starts running through traffic; I think he was looking for a cab. It was at that point when I gave up, realizing I couldn't care whether he found his ride or got run over by a garbage truck.<br /><br />The last time the movie was interesting was when Luke Wilson climbs out of the dumpster, hair dryer in hand, and first meets the ""heroine,"" Uma Thurman. That scene ended with the purse-snatching criminal dangling helplessly from the fire escape far, far above the departing Luke and Uma. That was the last time the movie was funny, and when was that scene? Ten minutes into the flick?<br /><br />Every time the movie tried to become ""funny,"" it couldn't. Every time the movie approached ""excitement,"" it fizzled out, heading in the opposite direction. When a musical score might have helped squeeze life out of this dullard, the sound track stayed empty and silent.<br /><br />The sex scenes were not needed and were beyond lame; the damage to sets and props unnecessary and childish. When Uma turns into the crazy ex-girlfriend, I felt like I was watching ""The 40 Year Old Virgin Meets Pulp Fiction""; that's when I realized that there was no turning back because I thoroughly disliked ""The 40 Year Old Virgin"" and ""Pulp Fiction.""<br /><br />Luke Wilson's sidekick, Rainn Wilson (also seen in the dreary ""The Last Mimzy"") adds nothing but insult to injury in this awful movie. Rainn Wilson, the King of Television Boredom, should stay with that equally awful medium. Hey, Rainn Wilson! Leave full-length motion pictures alone! Every time Uma's rival, Anna Faris, came on screen, I expected Jason or Freddy or some fright flick monster to jump out from behind the scenery; once you see Anna Faris in ""Scary Movie,"" that's all you ever see, no matter the movie, no matter the medium. The character played by Wanda Sykes was just plain awful and was so out of place in this flick."
1743,"This solid little horror film is actually one of Renny Harlin's best. The story is pretty routine stuff, but the atmosphere is what really makes it come alive; in fact, the ghost story is almost an afterthought. The real horror comes from the prison setting itself, and Renny H. spares no detail in showing us how bad the conditions are inside that crumbling, leaking, rat-infested old hellhole (with a sadistic warden, too!) Viggo Mortensen is excellent as usual in the lead role, supported by some very authentic-looking prisoners (there are no pretty boys in this cast.) Horror fans should check this one out."
1744,"This is a kind of genre thing, meaning you either like the 1950s musicals or you don't. If you do, you'll love this. Personally, I prefer the 1930s and most of the '40s musicals with the dancing talents of Astaire and Rogers, and Eleanor Powell, Bill Robinson, Ruby Keeler, James Cagney, Shirley Temple and so forth but the songs of the '50s, the slower dance numbers and the soapy melodramas of the decade all turn me off.<br /><br />This film is a case-in-point. The first song was okay but the next three did nothing for me. By then, the story didn't have much appeal, either. The presence of Deborah Kerr is another minus. I don't think I've seen a movie she starred in that I liked, including this one, where the goody two-shoes English teacher she portrays spends half the movie threatening to leave Siam. (I which she had!). <br /><br />However, divorcing myself from likes-and-dislikes, there is no denying this Rogers and Hammerstein production has a lot of appeal to many folks, particularly those who liked ""The Sound Of Music"" a decade later. There are similarities in the R&H musicals. Thus, if you liked the Julie Andrews flick, you should like this, too. <br /><br />This is a Lavish production with, yes, a capital ""L."" This is the kind of big-production musicals you rarely saw after that generation. You also get the dubbed singers, unlike today, where the actress isn't able to really sing so Marnie Nixon comes to rescue of Kerr, as she did with Natalie Wood in ""West Side Story"" and Audrey Hepburn in ""My Fair Lady."" <br /><br />Yul Brynner is ""King Mongkut"" and is the stereotypical traditionalist, the kind filmmakers always portray in a negative way. He isn't ""progressive,"" as the left wingers like the say, but the education teacher (Kerr, as ""Anna Leonowens"") will set him straight. Secular-progressives of today always place teachers higher than people trying to cure cancer! However, Yul is good in this role and even employs some comedy along with his more-bark-than-bite character. Justifiably, he is the big star of this film. Brynner had magnetism. Even in ""The Magnificent Seven,"" Yul was the one cowboy who mesmerized the audience.<br /><br />In summary, it's a fine movie for its day and millions of people enjoyed it. I'll leave it at that."
1745,"I wasn't sure where this was headed until the ending. when it turned out that this was all a liberal conspiracy to hand the world over to European wimps and the United Nations. What a load of right-wing crud! Incidentally, the bit about Canada joining the US didn't really have much to do with the plot at all and the idea was never developed. The only point of it seems to be that it made the main character eligible to run for President(but they could have just made him American and dispensed with that). In any event, this was a load of bull and not worth your time. If you wan't to see this kind of thing done well, check out the brilliant BBC political thriller ""State of Play."""
1746,"I see people writing about how great this movie was. It was horrible! The acting was sub-par at best. It made a lot of money because teenage girls went to see the movie 7 times in the theaters because of Leonardo. Where the hell did they get the money? Anyway, I wanted to learn more about the Titanic; why it sank, what was running through a lot of people's minds; maybe even a little conspiracy stuff. Does anyone realize that certain people didn't even board the ship because there was a fire on board before it even took off? No, you don't because all you see is a rich girl falling for a poor boy and he paints her naked (did that corny junk at least tip you off that the movie was stupid?).<br /><br />I did cry in during one scene, though. The scene when they showed the water that was filling up in the ship. It looked like pool water! I'm thinking this movie made all this money and they couldn't even make the water from the ocean look real? unbelievable...<br /><br />Ohhh the band played on while the ship sank.. Just ridiculous. This was the worst movie until Pearl Harbor outdid it in the ""Nothing to Do With Reality"" department."
1747,This movie is so bad there are not words to describe it. If I got a video camera of a monkey dancing for an hour and a half it would be a heck of a lot more entertaining than this. The plot is so dull and unimaginitive it is not even worth mentioning. The best part of the movie was when the credits roled and I got a chuckle out of knowing the lead actors name was James Bond III. Just trust me and stay far away from this trash heap!
1748,"Abysmal pulp adventure exploitation in the jungle woman genre. Lousy audio thankfully obscures the dumb dialog. And it's awfully talky for a movie about people who don't speak English. There's no adventure to be found here; it's a jungle adventure with cliffhangers and one wild animal attack that happens in flashback.<br /><br />Three pale-face dopes wander the African wilderness and encounter warring man-hungry tribes of Amazons. These wild women have advanced out of the Stone Age only so far as to invent makeup, shoes, and underarm hair removal technology. Despite their desperation for ""hus-bahnd,"" the ladies insist that they will fight the men and burn the weaker ones.<br /><br />The only thing of interest, as if there were any question, is the assortment of young women clad in animal skins cleverly designed like the bathing suits of 1951. Plenty of wrestling and bad dancing mixed with stripless 1950s stripper moves. No nudity or appreciable violence. On the other hand, you may be humming the catchy native song for days."
1749,"I've got to say that I'm not a massive fan of Troma films. Granted, I've only seen three of them (or four including this one), but two (Blood Sucking Freaks and Mothers' Day) are widely reputed to be the best, which leads me to believe that all the others aren't worth seeing. That would certainly seem to be the case with Graduation Day, which is a Troma take on the over-popular eighties slasher. While the film is never particularly bad (given the type of film), it's never particularly good either; and by the end, all I could think about was 'why did I bother watching this?'. Anyway, the plot sees some girl die on a race track, and shortly thereafter; more people start dying. Naturally, there are a few possible suspects; but it's hard to really care about anything that happens. Of course, in slasher terms; it's the gore that is most important, and given Troma's track record where the red stuff is concerned, I was expecting buckets of it. There are some decent kill scenes, and some of them are gory; but it's never very shocking, which really just makes this another dreary slasher based on a celebratory event on the American calendar. It's worth noting that there's a small role in this film for sleaze queen Linnea Quigley, but the rest of the cast aren't worth mentioning. The direction, plot and its execution are all very mundane; and I will say that unless you're a big Troma fan or someone that wants to track down every slasher ever made; don't bother with this film."
1750,"This is by far one of the most boring and horribly acted accounts of the early days of Adolf Hitler that I have ever watched. Robert Carlyle is a wonderful actor, but to cast him as Hitler is just plain wrong. To cast Liev Schrieber as Hitler's longtime friend and aid, Haefengstal must have emitted cries of despair and anguish from the Simon Wiesenthal Centre. A J-W playing a Nazi supporter, bad bad bad casting. This was not an enjoyable family film with a good historical background. This was Hollywood rubbish at its finest, cashing in on the strength of a strong (but sorely under utilized) supporting cast of actors whom seemed to have all but disappeared from the acting radar in the past 5 years.<br /><br />The fake German accents (vee vill vin zis var) is insulting to German people everywhere. My mother is German and she sat fuming at the sound of the voices which kept switching from American/English/German all in the same sentence. The supporting cast make better cardboard cutouts at the local video store than they do on screen. Jenna Malone as the fated Geli Raubal, was splendid though, she captured the innocence and confusion of this tragic young woman who ultimately ended her own life to escape what her future would have been like in Hitler's shadow.<br /><br />If you would like a tremendously fantastic and historically accurate account of Hitler's early years leading up to and including the war/holocaust, rent ""Inside the Third Reich"" 1983 starring Rutger Hauer as Albert Speer and Derek Jacobi as Hitler. It was good and made more sense then this baloney.<br /><br />As a historical researcher of the Third Reich I can honestly tell you, this had me reaching for my books to confirm its myriad of inaccuracies."
1751,"I got hold of this film on DVD with the title Evil Never Sleeps, it gives front cover billing to Carrie Ann Moss, but she plays such a minor character that I didn't really notice her in the film.<br /><br />I'm afraid that I consider this one of the worst purchases I have ever made. The dialogue was stilted and the delivery wooden, I found the acting to be disconnected from the plot. Graham's performance to me was of someone who's wondering whether she's left the gas on at home.<br /><br />All in all both my wife and I found this film painful to watch, and it is not a valuable addition to my collection, watch it at your peril, but spending 90 minutes having your fingernails pulled out would probably be a better way to spend your time."
1752,"This is a case of a bunch of people thinking they are so clever they have a story that fits the time. Remember the all-around political conspiracies caught on camera in the years leading to the Watergate and a little later? Most movies trying to cash in on made-for-TV 'o so powerful, o so mind numbing' conspiracies were in fact caught in their own navel-gazing attitude.<br /><br />I was never a fan of The Conversation which I find as much dated as others conspiracy stints of the time but Coppola was true to his main character and Hackman was a pretty engaging actor to observe. I mean these conspiracy movies are mostly drowning in the character pool of noir heroes. Lots of questions unanswered, lots of dis-communication... Well this takes at least Bergman to build a movie about such un-visual bases.<br /><br />The Next Man is a perfect example of its time: one political soup served with an idealistic character and an horrendous conspiracy tightening its web around him. Neither part is interesting in itself and the whole doesn't get any better. In fact you can tell how much it will be bad from the very first sequences piling up 'watcha that' murders without ever advancing any storyline. Pedestrian directing at its worst as most of the movie is one pompous accumulation of scenes revolving around violence naively brought under the viewer's eyes."
1753,"This is one of those movies you see in the video store that you just HAVE to get because it just looks so horribly bad. And indeed, we couldn't take most of it. There was a lot of fast-forwarding going on.<br /><br />But then we came across a scene where Robert Englund seduces the female protagonist (her name somehow slips my mind at this time). CRIPES. I've never watched a single scene from a film so many times (I'm estimating forty or so). And I've never laughed so hard in my life. You see, Englund has this thing for showing off his loins. I last saw the film a couple months ago, but I can't stop laughing as I type. Anyway, the scene is a montage of shots-- Englund ripping off the lingerie of the girl, Englund riding a horse naked, and some mysterious woman fellating a snake's head. This is absolute genius. You've got to see it for yourself."
1754,"There seems to be little in the way of middle ground where Watch On the Rhine is concerned. One either likes it very much, applauding its sincerity, its liberal point of view and fine acting, or else loathes its obvious propaganda, mediocre dialogue, cardboard characters and overall tendentiousness. I fall very much in the latter category, and found the film and play,--concerning the activities of European refugees in Washington during wartime--a crushing bore, worthwhile mostly for the acting, and even then only intermittently. That author Lillian Hellman was on the side of the angels is irrelevant. Her plays were written for people who shared her point of view, and she seldom explored ideas that weren't already held by the author and audience except to point out how dreadful the ""other side"" is. Even when I find myself in one hundred percent agreement with what she has to say,--as in Rhine--I still can't stand the way she says it. Her characters are unreal, and while her ear for dialogue shows a certain facility for the way people talk she possesses no real brilliance or originality. She really had nothing new to say. I thoroughly agree with the late Mary McCarthy's long overdue dismantling of Hellman reputation some years ago. For those who think the theatre is dead or in extremis and yearn for the good old days, I urge a peek at Watch On the Rhine, as bad in its way as Angels In America, which only goes to show that the theatre had one foot in the grave sixty years ago."
1755,"This final installment of the ""Airport"" franchise was so incredibly awful that it took me awhile to realize it actually wasn't a slapstick comedy, like ""Airplane"". George Kennedy shooting a flare gun out an open window to divert heat-seeking missiles was comical. What would happen to your hand if you held it out a window at mach two speed? You'd lose your grip on the gun and get a broken arm. The passengers were unintentionally hilarious, as was the interior of the plane. The sophisticated French woman coming on to slobby George Kennedy was like Jackie Kennedy coming on to Ernest Borgnine. Ain't gonna happen. Susan Blakely, a talented and unappreciated actress, did not get any points on her resume for this one. Neither did Robert Wagner. This movie was so lousy it seemed surreal."
1756,"so if a guy meets you and he says 'I want you to look at my erection!' don't be alarmed, maybe he wants you to look at the film he made about how his house was to be built. yes! that's the only thing what happens in this movie! it's like the worst Warholian BEEP I ever saw! it's like filming the inside of your toilet before you flush it, in fact, it's less interesting to look at than that.<br /><br />but if you do watch Lennon's Erection, be warned that he put a lot of background noise in it too. I mean, really, it's as if the building is being attacked by space mutants from hell or something! in the meanwhile, the building in progress is growing up as an erection can do too (in almost 20 minutes, what an accomplishment).<br /><br />so if someone does ask you to watch his erection, be sure he wants to videotape it all."
1757,"Two kinds of movies we like are (1) westerns, and (2) movies from 30 or 40 years ago. We ought to have liked A Man Called Sledge; BUT.....<br /><br />BUT... this picture is disagreeable, annoying and stupid from start to finish. Since there is nobody in the story (good or bad) to warm up to, there is nobody to motivate the necessary suspense to keep the viewer interested. No camaraderie among the guys trying to steal the gold, and no camaraderie among those trying to protect it. Sledge has a pretty girl friend, but there's no reason why she slobbers all over the guy or why she wants to be in the same room with this no-account pig.<br /><br />The film also suffers from an intrusive and gawdawful musical score, and from extremely bad writing and direction by Vic Morrow.<br /><br />Of the last 30 older movies rented from Netflix or Video Vault, this was the rock bottom, the only true dud in the bunch."
1758,"If you've ever wanted to see a film that stresses style over substance, this is for you. To me, Son de Mar is beautiful to SEE, but there's precious little substance, unless mawkish, melodramatic, manipulative love yarns turn you on. This may be one of those famous 'chick flicks' you've heard so much about. <br /><br />We're about half-way through this film before anything really happens: Ulises (Jordi Molla) goes out to sea looking for tuna, and doesn't come back, leaving his wife Martina (Leonor Watling) and son to fend for themselves. Then, in a furious six minutes of screen time, they bury Ulises, Martina gets married again, and her son grows into mid-childhood. This rapid transposition is jarring, to say the least, and very sloppy: after 40 minutes of more or less hanging around, we're suddenly into a full-blown melodrama, all in six minutes. I think this is called wayward narrative pacing.<br /><br />Five years later, Ulises (as in the wandering superhero Ulysses; get it?), returns to his 'Penelope' (Watling) only to find she's married to Sierra (Eduard Fernandez), an inexplicably wealthy guy (what does he DO to earn all that dough?) who inexplicably keeps crocodiles as pets. When Martina, in great anger, questions Ulises about his absence, he tells her that he'll take her to the island of Sumatra someday and she'll understand EVERYTHING.<br /><br />And here's the thing: he DOESN'T take her to the island of Sumatra. The reference just dies somewhere in the script. He DOESN'T really explain where he was and why he ignored his wife and child for five years. He DOESN'T acquit himself as an honourable guy, and the movie DOESN'T fill in the plot holes that are staring at us for at least half of the film. I can only assume that director Bigas Luna wants us to fill in the story lines with the mystical clues (fish, reptiles, the sea) he offers through breathtaking cinematography and evasive dialogue. It just doesn't work. The narrative 'arc' on this film ends up looking more like a wobbly clothesline.<br /><br />I'm sure Jordi Molla is a good actor, but I just couldn't buy his Ulises as any kind of hero (which is what the original Ulysses was supposed to be). With moist sensuality, he spouts a short stanza of identical poetry from Virgil roughly 2,000 times and each and every time it excites Martina to explosive orgasm. This guy should be rented out to reinvigorate stale marriages. I'm sure Virgil would be impressed. He didn't get laid that often, as I understand it. <br /><br />This poetic 'device' figures prominently in the film, and I had no choice but to assume it was a gender reversal of Ulysses' famous 'siren song' (i.e. beautiful maidens singing seductively to far-off sailors, who were doomed if they answered the, well, siren call). If this is what Bigas Luna is up to, you can see the problem -- he's offering convoluted symbolism in a snatch-and-grab attempt at High Art. Once again, it just doesn't work, at least in my eyes.<br /><br />Watling is a beautiful and magnetic young actor, but she gives us a character here who doesn't seem to have much intellectual or even romantic depth. It's beyond me how she could desperately fall in love with a guy who sports a for-rent sign on his face (as in vacant), oily 1960s-style hair that looks more like seaweed, and one of those trendy 21st-century 'beards' (you know, four days' growth, no more, no less). He's SUPPOSED to be a dreamy kind of guy (I think), but those eyes of his suggest he might be suffering more from overexposure to a preposterous script. <br /><br />But, don't despair, this film is great to look at. Just don't try to connect the dots on the red herrings or think too much about what you're hearing in the way of dialogue. You can do a lost of fast-forwarding on this film (particularly in the first 40 minutes) and you really won't miss much."
1759,"Sometimes a premise starts out good, but because of the demands of having to go overboard to meet the demands of an audience suffering from attention-deficit disorder, it devolves into an incongruous mess. And for three well-respected actors who have made better work before and after, this is a mortal shame.<br /><br />So let's see. Premise: a loving couple who lives in a beautiful home is threatened by a bad cop. Interesting to say the least. Make the encroaching cop a little disturbing, why not. It was well done in THE HAND WHO ROCKS THE CRADLE and SINGLE WHITE FEMALE, and it's a proved ticket to a successful thriller.<br /><br />Now herein lies the dilemma. Create a disturbing story that actually bothers to bring some true menace into its main characters while never going so far as to look ridiculous, or throw any semblance to reality, amp up the shock factor, and make this cop so extreme -- an ultra bad variation of every other super-villain that's hit cinemas since the silent age.<br /><br />The producers, and directors, chose the latter. Thus is the resulting film -- badly made, with actors trying their darnedest to make heads or tails in roles that they've essayed before, and nothing much amounting to even less."
1760,"Adrian has just gone out of the asylum, being rich and with no parents, his life seems empty. One day, he meets Gonzalo, a poor boy whom mother is prostitute. Desperate for earning some money, Gonzalo helps Adrian to search about his life and who where his parents. This is a movie from a new director, and it is perfectly clear in most of the film: scenes not correctly directed, dialogues a little forced, some incoherences in the script...Anyway, the ending is unexpectedly well done (well, just a little) and that saves a little the film. Actors are known and with great quality, nevertheless, they are not inspired enough to make the movie interesting; all of them have done better papers in other film. The film results boring and probably you will spend most of the time thinking how much time will pass until it ends. Of course there are lots of worse films, but, sure, there are many many better ones."
1761,"This movie is a terrible attempt at a spoof. Its attempts to parody various sports movies are half-baked and not at all funny.<br /><br />Even things that should be funny - like the female kicker from India who's always wearing traditional dress over her uniform - aren't really funny. The fact that the football team studies and gets good grades which makes the coach mad didn't get any laughs either.<br /><br />The plot of having a traditional loser get one more chance by coaching a loser high school football team really had potential as a spoof. It's a classic and trite sports theme. But alas, the screenplay was too weak for ANY cast to pull it off. And this cast is no exception.<br /><br />There is gratuitous use of women in bikinis and underwear, so it's not all bad from that aspect.<br /><br />But Animal House or Talladega Nights, this is not."
1762,"Highly flawed but just about watchable `comedy' that runs like a Farrelly brothers reject. The most criminal thing about it though is the casting. I couldn't for one minute believe Jerry O Connell and Jake Busey in the role of superstuds, who could pull any woman at the drop of a hat, nor could I believe (the very beautiful) Shannon Elizabeth as a streetwise tough cop!. Story is predictable but does manage to raise a titter on a few occasions, although, the `gross out', meant to be `shock comic' scenes, (one involving an amputated testicle, and another set in a sperm bank) are just plain awful. If this film is on TV then its probably worth watching if you are extremely bored, but please don't waste your money renting it!!"
1763,"I never comment on a film, but I have to say that this was one of the worst films that I have ever seen. I feel it was made by a beginner film student and not to put down talented film students, but this was horrible! I did not buy the lead actress and felt I was in acting class with her while she was on film. Her decisions were very safe and I feel she was mimicking other actresses in films and not acting and making her own decisions. The direction was very confusing and the sound was louder than the actors themselves. The end may have made a little more sense if there was someone narrating the events and not a song. I love Patsy Cline but she her songs appear quite frequently in films. Maybe the song selection could have been a little more original. The song ""crazy"" was such a cliché. As I said before I never comment on films and have seen my share of good and bad, but this was the worst. Sorry."
